idx	source	genre	prev	current	next	pred	comp	ecomark	eco	context+target	question	prompt	relation	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	95% CI lower bound	95% CI upper bound	mean	sd	entailment	embagr	embtns	embtnsm	general_fact	embper	mtrtns	mtrtnsm	mtrper
401047	SBRW1900006791.1	대화	P3: 네. 안녕하세요. P1: 네. 또 한 분 계십니다. P1: 우리 사회 요양 현실을 보도하기 위해서 직접 요양보호사 자격증을 취득해서 한 달 동안 요양원에 가서 직접 일을 경험하신 분입니다. P1: 한겨레 신문에 권지담 기자 나오셨습니다. P1: 안녕하세요. P4: 안녕하세요. P1: 네. 두 분과 함께 우리나라 요양 보호 현실 오늘로 사주째 짚어보고 있는 건데요. P1: 돌봄권과 노동권 현실은 둘 다 참혹 했습니다.안진건 소장님 오늘은 어떤 주제입니까? P3: 네. 한국의 육십오 세 이상 노인 어르신 인구가 칠백사십만 명 P1: 네. 	P3: 이천이십오년은 천만 명을 넘어선다고 합니다. 	P1: 이천이십오년 제가 P3: 예. P1: 예순다섯 살 쯤 될 때 P3: 그러니까요. 추정 치매 환자는 P1: {laughing} P3: 그 날이 안 와야 될 텐데요. P1,P4: {laughing} P3: 추정 치매 환자는 벌써 칠십오만 명 정도라 하는데요. P1: 예. P3: 이제 해법과 대안 집중적으로 살펴보겠습니다. 	하다	다고_		없음	P3: 네. 한국의 육십오 세 이상 노인 어르신 인구가 칠백사십만 명 P1: 네. P3: 이천이십오년은 천만 명을 넘어선다고 합니다. P1: 이천이십오년 제가 P3: 예. P1: 예순다섯 살 쯤 될 때	다음 [문장]의 내용에 대해 위 대화의 P3은 어느 정도로 확신한다고 생각하십니까?	한국의 육십오 세 이상 노인 어르신 인구가 이천이십오년에 천만 명을 넘어설 것이다	함의	7	6	6	6	6	7	7	7	7	6	5	7	5	6	6	6	4	6	6	6		5.75461 	6.44539 	6.1	0.788068926	entailment	n	미래	은/는	n	3	현재	없음	3
102024	NLRW2000000010.1489	신문	문 대통령의 이날 기념사는 문 대통령이 한반도 평화ㆍ번영을 최고의 국정과제로 삼은 만큼 애국ㆍ평화ㆍ국민이라는 키워드를 통해 군의 역할을 재차 강조한 것으로 풀이된다. 문 대통령은 “우리 군의 용기와 헌신이 있었기에 우리는 비무장지대 내 초소를 철거하고 공동경비구역(JSA)을 완전한 비무장 구역으로 만들 수 있었다”고 평가했다. ‘국방개혁 2.0’ 완수가 우리 정부의 핵심 목표라는 점도 분명히 했다.	국군의 날 행사가 대구에서 열린 것은 처음이다.	문 대통령은 “역대 처음으로 대한민국 안보의 전략적 요충지이자 애국의 도시 대구에서 국군의 날을 기념하게 됐다”고 말했다. 특히 대구 공군기지에서 기념식이 개최된 것이 눈길을 끈다. 대구 공군기지에는 ‘공군 제11전투비행단’이 주둔하고 있다.	이다	ㄴ_것은_		없음	‘국방개혁 2.0’ 완수가 우리 정부의 핵심 목표라는 점도 분명히 했다. 국군의 날 행사가 대구에서 열린 것은 처음이다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	국군의 날 행사가 대구에서 열렸다	함의	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	5	7	7	7	7	7	6.71810 	7.09143 	6.904761905	0.43643578	entailment	n	과거	없음	n	3	현재	없음	3
303007	SBRW1900017570.1	구어	P1: 제가 볼 때 나중에 P2: 네. P1: 어~ 또 다른 자리를 P2: {laughing} P1: 약속될 수 있지도 않을까 뭐 이런 생각도 P2: 아~ 그렇군요. P1: 그냥 제 혼자 마음으로 갖고 있습니다. P1: 예. P2: 그렇군요. P2: 자 이번에는요.	P2: 현재 수감 중인 한화그룹 김승연 회장의 병세가 상당히 악화되면서 구치소 측이 재판부에 일시석방을 요구했다는 소식이에요.	P1: 네. P2: 이거는 어떻게 봐야 할까요? P1: 어~ 지금 뭐 우울증에다가 P2: 네. P1: 인공호흡기를 달고 있다 뭐 이런 얘기들이 나오고 있죠. 근데 이제 가장 중요한 것은 병세가 위중하다면 P2: 네. P1: 제가 생각할 때에는 뭐 일시석방이라는 것도 충분히 고려가 돼야겠죠. P1: 근데 어~ 여기서 저는 가장 중요한 부분이라는 것이 법 앞에서의 이~ 형평성 법 앞에서의 평등성이라고 생각을 합니다.그까 일반 수감자들이 실제로 어느 정도 위중한 병세가 있을 때 P2: 네. P1: 실제로 그~ 일시석방 조건으로 갈 수가 있느냐. 	이다	다는_소식		없음	자 이번에는요. 현재 수감 중인 한화그룹 김승연 회장의 병세가 상당히 악화되면서 구치소 측이 재판부에 일시석방을 요구했다는 소식이에요. 이거는 어떻게 봐야 할까요?	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	현재 수감 중인 한화그룹 김승연 회장의 병세가 상당히 악화되면서 구치소 측이 재판부에 일시석방을 요구했다	함의	6	6	7	7	6	7	6	6	7	5	7	5	7	7	5	7	7	7	7	7		6.11729 	6.78271 	6.45	0.759154655	entailment	n	과거	었/았	n	3	현재	없음	알수없음
305013	SBRW1900001920.1	구어	P1: 저희 남편이 좀 사회성이 부족합니다. P1: 평소에 만나는 친구들도 없고요. P1: 회사에서도 동료들과 크게 교류가 없어 보입니다. P1: 아이티 업계 종사자예요. P1: 직장 때문에 지방으로 이사를 했는데 남편 회사에서 사택을 제공한 적이 있어요. P1: 그런데 남편은 굳이 회사 사람들과 쉬는 날까지 마주치고 싶지 않다면서 회사에서 멀리 떨어진 곳에 집을 얻었습니다. P1: 이렇게 되고 보니 직장에서 외톨이가 아닌가 걱정이 됩니다. P1: 그리구 마트에 갔다가 남편의 직장 동료 부인을 만났는데 어~ 회사 회식에 이 김 과장님이 안 나오셨더라구요. P1: 어디 아프신 건가요 하고 묻더군요. P1: 김 과장님은 참고로 저희 남편입니다.	P1: 남편에게 슬쩍 물어 보니까 가고 싶지 않아서 참석하지 않았다고 합니다.	P1: 이런 일이 여러 번 반복되는 걸 주위에서 듣고 있는데 이제 슬슬 걱정이 됩니다. P1: 입사 초기에는 이 정도는 아니었거든요. P1: 남편에게 무슨 일이 있냐고 물어보고 싶은데 자존심이 좀 강한 사람이라서 이런 식의 대화 자체를 거부합니다.남편의 진짜 속마음이 뭔지 어떻게 대화를 시도해야 할까요? P2: 네. 이 사연 주신 분 참 남편에 대해서 P1: 네. P2: 아시는 듯 하면서 P1: 음~ P2: 남편이라는 사람에 대해서 P1: 네. P2: 잘 모르시는 거 같애요. 	하다	다고_		없음	그리구 마트에 갔다가 남편의 직장 동료 부인을 만났는데 어~ 회사 회식에 이 김 과장님이 안 나오셨더라구요. 어디 아프신 건가요 하고 묻더군요. 김 과장님은 참고로 저희 남편입니다. 남편에게 슬쩍 물어 보니까 가고 싶지 않아서 참석하지 않았다고 합니다. 이런 일이 여러 번 반복되는 걸 주위에서 듣고 있는데 이제 슬슬 걱정이 됩니다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	남편은 회사 회식에 가고 싶지 않아서 참석하지 않았다	함의	6	6	5	6	4	7	7	6	6	4	7	7	5	7	7	7	6	7	6	6		5.67580 	6.52420 	6.1	0.967906042	entailment	y	과거	었/았	n	3	현재	없음	3
401096	SBRW1900014273.1	대화	P3: 기존의 일본 드라마 일본 버라이어티 혹은 그런 것들은 너무 마니악했어요. P1: 아~ 일본 버라이어티 (()) 힘들던데 P3: 그쵸. P1: 예. 힘들어요. P3: 너무 매니악해가지고 그~ P1: 아~ 그거 막 (()) P3: 진짜 향유 계층이 너무 제한돼 있었단 말이에요. P1: 사람들이 막 얻어맞고 있는데 그 맥락도 모르겠고 (()) 말도 안 통하니까 P3: 음 그쵸. P1: 예. 	P3: 그러니까 향유 계층이 제한돼 있는 것을 	P1: 예. P3: 어쨌거나 몇 십만 몇 백만 단위로 늘리고 있는 거는 시장을 만든다고 생각을 하기 때문에 P1: 음~ P3: 그러기 위해서 들어가는 초도 비용이라고 생각은 하죠. P1: 음~ P3: 뭐 그 이전에 제가 이 전 직장들 했었을 때 맥시멈 회원 모여봐야 삼만 명 P1: 어~ 진짜요. P3: 예. 그것도 이제 뭐 유료 베이스였으니까 그건 일 년 지나면 휴먼 기간 (()) 되고 그러잖아요. 휴먼 계정 되고 P1: 으음 P3: 그렇게 되면 이제 떨어지고 떨어지고 뭐 만 명 뭐 이렇게 되고 한단 말이에요. 		ㄴ_것을_		없음	P3: 기존의 일본 드라마 일본 버라이어티 혹은 그런 것들은 너무 마니악했어요. P1: 아~ 일본 버라이어티 힘들던데 P3: 그쵸. P1: 예. 힘들어요. P3: 너무 매니악해가지고 그~ P1: 아~ 그거 막 P3: 진짜 향유 계층이 너무 제한돼 있었단 말이에요. P1: 사람들이 막 얻어맞고 있는데 그 맥락도 모르겠고 말도 안 통하니까 P3: 음 그쵸. P1: 예. P3: 그러니까 향유 계층이 제한돼 있는 것을 P1: 예.	다음 [문장]의 내용에 대해 위 대화의 P3은 어느 정도로 확신한다고 생각하십니까?	기존 일본 드라마 및 버라이어티를 향유하는 계층은 제한돼 있었다	함의	7	7	6	7	6	7	7	6	7	7	7	7	7	6	7	7	7	7	7	6		6.55529 	6.94471 	6.75	0.444261658	entailment	n	현재	은/는	n	3	현재	없음	알수없음
107013	NLRW2000000005.564	신문	교육당국은 지난해 8월 이곳에 전기·전자·의생명 계열 특성화고를 설립키로 잠정 확정했다. 올해 상반기 중에 교육부 승인을 받아 2020년 착공, 2022년 개교한다는 계획이다. 이 부지 인근인 석산 아파트단지의 중학교 용지에 초·중 통합학교(가칭 석산2초·석산중) 설립이 확정된 게 이같은 결정을 이끌어 낸 배경이다. 	초·중 통합학교가 설립되면 이와 가까운 금산리의 초등학교 용지에는 학교가 신설될 가능성 낮고 고교도 수요에 따라 설립이 유동적이어서 두 학교 용지가 장기간 유휴지로 방치될 수 있기 때문이다.	교육당국은 특성화고를 설립하면 유휴부지 문제를 해결하는 한편 금산리 지역 발전도 앞당길 수 있다고 판단했다. 그러나 석·금산리 일부 주민과 지역 정치권 일각에서는 부정적인 입장을 보이고 있다. 인구가 급증하고 있는 석·금산 일대에 중·고교 설립 필요성이 제기되는 마당에 특성화고가 설립되면 멀지않아 일반계 중·고교 용지난에 봉착하게 된다는 주장이다.	낮다	ㄹ_가능성		없음	이 부지 인근인 석산 아파트단지의 중학교 용지에 초·중 통합학교(가칭 석산2초·석산중) 설립이 확정된 게 이같은 결정을 이끌어 낸 배경이다. 초·중 통합학교가 설립되면 이와 가까운 금산리의 초등학교 용지에는 학교가 신설될 가능성 낮고 고교도 수요에 따라 설립이 유동적이어서 두 학교 용지가 장기간 유휴지로 방치될 수 있기 때문이다. 교육당국은 특성화고를 설립하면 유휴부지 문제를 해결하는 한편 금산리 지역 발전도 앞당길 수 있다고 판단했다. 	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	초·중 통합학교가 설립되면 이와 가까운 금산리의 초등학교 용지에는 학교가 신설될 것이다	모순	2	2	1	2	2	2	1	2	2	2	2	2	1	2	3	6	1	2	2	2		1.58979 	2.51021 	2.05	1.050062655	contradiction	n	미래	없음	n	3	현재	없음	3
103047	NLRW2000000019.174	신문	이 중 대구와 경북을 제외한 나머지 8개 시ㆍ도교육청은 진보 성향 교육감이 수장을 맡고 있다. 앞서 지난해 12월 전북교육청은 교육부 기준안(70점)보다 10점이나 높은 재지정 기준점수와 한층 까다로운 재량지표를 적용해 자사고 재지정 평가를 하겠다고 발표했다. 이번 평가계획은 올해 재지정 평가를 받는 상산고부터 적용된다.	‘원조 자사고’ 격인 상산고가 시정요구서를 제출하면 교육부에 반발하는 움직임이 다른 자사고로 확산될 것으로 전망된다.	한편, 정읍 출신인 홍성대 상산고 이사장은 1981년 자신의 저서 ‘수학의 정석’ 인세로 상산고를 세웠다. 2002년 김대중 정부가 ‘고교 평준화에 따른 교육의 획일성을 보완하겠다’며 자율형사립고의 전신인 자립형 사립고를 도입했을 때 상산고도 자사고로 지정됐다. 상산고는 민족사관고, 광양제철고, 포항제철고, 현대청운고 등과 함께 이른바 원조 자사고로 불려진다.	전망하다	ㄹ_것으로_		없음	이번 평가계획은 올해 재지정 평가를 받는 상산고부터 적용된다. ‘원조 자사고’ 격인 상산고가 시정요구서를 제출하면 교육부에 반발하는 움직임이 다른 자사고로 확산될 것으로 전망된다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	교육부에 반발하는 움직임이 다른 자사고로 확산될 것이다	중립	5	7	6	5	6	6	6	4	6	5	4	5	5	6	7	5	6	7	6	6		5.26647 	6.03353 	5.65	0.87509398	entailment	n	미래	없음	n	3	현재	은/는	3
302028	SARW1800001312.1.1.362	구어	P1: 그니까 율장 안에는 그 법률 조항도 있고 법류에 따른 시행 여부와 판결문들이 거기에 동시에 들어 있고. 인제 경장 안에는 경만 들어 있고. 논장에는 경에 대한 주석서들이 이렇게 들어 있습니다. 자 요렇게 해서 만들어진 것이 인제 그 개원석교록인데.	P1: 요 개원석교록은 인도에서 만들어져서 중국말로 번역된 것만 실려 있습니다.	P1: 그래서 요것을 저희들이 정장이라 그럽니다. 속장 정장이라는 용어에서 요것을 정장이라 그럽니다. 그럼 속장이란 무엇이냐 하면은 중국에 인제 번역되어졌던 그 중국어로 번역된 것을 가지고 중국인들이 그거에 대해서 여러가지 책들을 쓰잖아요.	싣다	ㄴ_것만_		없음	자 요렇게 해서 만들어진 것이 인제 그 개원석교록인데. 요 개원석교록은 인도에서 만들어져서 중국말로 번역된 것만 실려 있습니다. 그래서 요것을 저희들이 정장이라 그럽니다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	개원석교록은 인도에서 만들어져서 중국말로 번역되었다	함의	7	3	7	5	6	7	7	6	5	7	6	6	1	3	7	5	7	7	7	7		5.05298 	6.54702 	5.8	1.704483252	entailment	n	과거	없음	n	3	현재	없음	3
401070	SBRW1900015422.1	대화	P1: 아이고 P8: 일단 택배배달 왔다라고 거짓말을 해서 물건까지 오히려 준비를 한 상태에서 들어갔다가 P1: 무섭네요. P8: 결과적으로 성폭행을 이제 하려고 했는데 미수에 그쳤습니다. P1: 그런데 아무래도 뭐 택배 왔다 꽃배달 왔다하면 저만 해도 P8: 안심하고 기뻐서 P1: 버선발로 달려가서 받으려고 하는데 그런 심리를 좀 P8: 그렇죠. 이용한 건데 P1: 이용하려는 것 같네요. P8: 그래서 결론적으로 그 남성분은 항소심에서 육년 형을 선고를 받았어요. 그런데 이게 되게 상당히 조심하셔야 되는게 그분들 같은 경우에도 정보를 많이 가지고 있거든요. 개인정보를 	P1: {clearing} 지금 뭐 택배를 가장한 범죄이지 택배기사분들이 잠재적 범죄자다 이 내용은 아님을 말씀을 드립니다. 	P1: 요즘 이중 삼중으로 비밀번호를 눌러야 집에 들어갈 수 있게 만든 아파트나 빌라가 많습니다. P1: 그런데 현관 비밀번호가 쉽게 유출되면서 피해자들도 늘고 있는데 이 내용 잠시 들어보겠습니다. P1: 뭐 중국집 배달원 택배 기사 그리고 가스 검침원까지 뭐 이분들과의 관계에서 -이루어- 일어나는 일들도 상당히 많은데 이 내용은 일분 뒤에 돌아와서 이야기 나눠보겠습니다. P1: 쉬는 날 집에서 혼자 있다 보면 방문객들이 생각보다 꽤 많습니다.오교수님 오시는 분들도 다양한데 어떻게 대응을 해야 합니까? 혼자 사시는 분들 P6: 어 사실 이제 특히 추석 연휴라든가 P1: 예. P6: 이럴 때는 뭐 선물 같은 것을 많이 주고 받고 하기 때문에 P1: 그렇죠. P6: 이제 특히 택배가 많이 아까 말씀했습니다만 이 택배가 많이 오게 되는데 일단은 이 택배를 주고 받는 그 과정에서 사람과 사람의 접촉을 갖다가 최대한 줄이는 것이 어떻게 보면 P1: 혼자 사는 여성일 경우에 	말씀드리다	ㅁ을_		없음	P8: 그래서 결론적으로 그 남성분은 항소심에서 육년 형을 선고를 받았어요. 그런데 이게 되게 상당히 조심하셔야 되는게 그분들 같은 경우에도 정보를 많이 가지고 있거든요. 개인정보를 P1: 지금 뭐 택배를 가장한 범죄이지 택배기사분들이 잠재적 범죄자다 이 내용은 아님을 말씀을 드립니다. P1: 요즘 이중 삼중으로 비밀번호를 눌러야 집에 들어갈 수 있게 만든 아파트나 빌라가 많습니다.	다음 [문장]의 내용에 대해 위 대화의 P1은 어느 정도로 확신한다고 생각하십니까?	택배 기사들은 잠재적 범죄자다	모순	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2		0.98944 	1.31056 	1.15	0.366347549	contradiction	n	현재	없음	n	3	현재	없음	1
301055	SBRW1900011927.1	구어	P3: 예. P1: 밤새 아르바이트하고 와서 P3: 맞습니다. 예예. P1: 도저히 뭐 견딜 수 없으니까 자고 있는 P3: 예예. 어려운 학생들은 저도 그때 면담을 해보면은 P1: 예. P3: 일주일에 수십 시간씩 아르바이트를 하는데 P1: 네. P3: 언제 너 그래가 언제 공부하느냐 제가 물어본 적이 있습니다. P1: 예. 	P3: 그런 학생들은 성적을 잘 따기가 사실 어렵죠. 	P1: 그렇습니다. P1: 지금 이제 한 십 년쯤 됐습니다. P3: 예. P1: 어 이 장학재단이 출범한 지가요. P3: 예예. P1: 이제 웬만큼 좀 졸업한 학생도 있고 P3: 네. P1: 장학금 혜택을 받았던 학생들 가운데 사회인이 돼서 뭔가 좀 이렇게 그 반응이 들어오고 있나요? 참 잘 받았다라고 한다든지 P3: 예. 그렇게 되면 참 바람직하고 아름다운 풍속이 될 텐데 P1: 네. 	어렵다	기가_		없음	어려운 학생들은 저도 그때 면담을 해보면은 일주일에 수십 시간씩 아르바이트를 하는데 언제 너 그래가 언제 공부하느냐 제가 물어본 적이 있습니다. 그런 학생들은 성적을 잘 따기가 사실 어렵죠. 지금 이제 한 십 년쯤 됐습니다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	일주일에 수십 시간씩 아르바이트를 하는 학생들은 성적을 잘 딴다	모순	3	1	2	2	3	3	2	2	1	2	2	3	2	2	2	2	2	1	2	2		1.78493 	2.31507 	2.05	0.604805319	contradiction	n	현재	없음	y	3	현재	없음	3
301016	SBRW1900014948.1	구어	P1: 예. P2: 월드 무대 첫 -만- 남북 단일팀인 여자 아이스하키 코리아팀에서 뛰게 된 북한 선수들이 내일 남측으로 내려오는데요. P2: 선수단 열두 명 외에 감독과 지원병력 두 명을 포함해서 총 열다섯 명이 내려옵니다. P2: 아~ 북한 선수단은 우리 팀이 훈련 중인 충북 진천의 국가 대표 선수촌으로 향할 예정인데요. P2: 아~ 남북 단일팀 이~ 코리아팀은 다음 달 십 일 스위스전이 첫 경기로 지금 현재 이십 일도 채 남지 않은 상황이거든요. P1: 예. P2: 과연 이 기간 동안 북한 선수들의 어떤 적응 훈련과 함께 전력을 파악해야 돼서 감독이 어떻게 보면 출전 선수 선발 과정을 거쳐야 되는데 P1: 네. P2: 일단 아이오씨는 경기에 나서는 엔트리 스물두 명 중 북한 선수 세 명을 반드시 포함시키도록 했는데 P1: 네네. 	P2: 사실 또 대표팀 감독 이~ 머리 감독은 단일팀이라는 명문만으로 기량이 떨어지는 북한 선수들에게 올림픽 출전 기회를 부여할 뜻이 없다라는 걸 분명히 밝혔거든요. 	P1: 아~ 예예. P2: 머리 감독이 북한 선수를 구체적으로 어떤 방식으로 기용할지는 이제 다음 달 사일 인천에서 열리는 스웨덴과의 평가전에서 드러날 전망인데요. P2: 일단 남북 단일팀은 스위스와 첫 경기를 시작으로 같은 조별에 있는 아~ 스웨덴 일본 이런 선수들과 아~ 이런 팀과 세 경기를 치르고 또 이~ 순위 결정까지 치르면 최소한 다섯 경기는 남북 단일팀이 어쨌든 경기를 치러야 합니다. P1: 최소 다섯 경기는요. P2: 그렇습니다. P1: 그렇군요. P1: 평창 올림픽 개회식에 앞서서 북한 태권도 시범단의 공연이 검토 중이라고 하는데 들어보도록 하겠습니다.아니 가뜩이나 지금 뭐~ 평양 올림픽이다 이런 얘기들이 야당을 중심으로 해서 나오는데 굳이 사전 행사에 북한 태권다 시범단 이거 어떻게 봐야 되는 거죠? P4: 음~ 일단은 할 걸로 보이고요. P1: 예 P4: 북한에서는 이미 서른 명의 태권도 시범단을 파견하기로 했다고 합니다. 	없다	ㄹ_뜻		없음	일단 아이오씨는 경기에 나서는 엔트리 스물두 명 중 북한 선수 세 명을 반드시 포함시키도록 했는데 사실 또 대표팀 감독 이~ 머리 감독은 단일팀이라는 명문만으로 기량이 떨어지는 북한 선수들에게 올림픽 출전 기회를 부여할 뜻이 없다라는 걸 분명히 밝혔거든요. 머리 감독이 북한 선수를 구체적으로 어떤 방식으로 기용할지는 이제 다음 달 사일 인천에서 열리는 스웨덴과의 평가전에서 드러날 전망인데요.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	머리 감독은 단일팀이라는 기량이 떨어지는 북한 선수들에게 올림픽 출전 기회를 부여할 것이다	모순	5	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2		1.03605 	1.86395 	1.45	0.944513241	contradiction	n	미래	없음	n	3	현재	없음	3
401116	SARW1800000043.1.1.28	대화	P1: 고등학생 민규는 이 년 전부터 틈틈이 에쓰엔에쓰에 업로드할 영상을 직접 제작하고 있습니다. 평소 관심이 많았던 힙합음악에 관련된 영상이 대부분입니다 학생들에게 인기가 좋은 힙합곡을 직접 불러 올리기도 하고 자신이 직접 만든 노래를 업로드 하기도 합니다.	P3: 시청자들이랑 대화하면서 하는 것도 재밌고 유튜브 하면서 새로운 콘텐츠를 계속 만들어야 하니까 새로운 걸 배워나가는 것도 재밌고 또 전문적인 장비가 없어도 핸드폰 하나로만 이제 시작할 수 있는 것도 좋은 것 같아서.	P1: 민규처럼 영상을 직접 제작하는 청소년들이 늘고 있습니다. 주로 학교생활을 공유하거나 졸업식 사진 학교 축제 등 학생들만 만들 수 있는 콘텐츠를 제작하다보니 인기가 많습니다. 	좋다	ㄴ_것도_	-(으)ㄴ 것 같-	양태/인식	P1: 고등학생 민규는 이 년 전부터 틈틈이 에쓰엔에쓰에 업로드할 영상을 직접 제작하고 있습니다. 평소 관심이 많았던 힙합음악에 관련된 영상이 대부분입니다 학생들에게 인기가 좋은 힙합곡을 직접 불러 올리기도 하고 자신이 직접 만든 노래를 업로드 하기도 합니다. P3: 시청자들이랑 대화하면서 하는 것도 재밌고 유튜브 하면서 새로운 콘텐츠를 계속 만들어야 하니까 새로운 걸 배워나가는 것도 재밌고 또 전문적인 장비가 없어도 핸드폰 하나로만 이제 시작할 수 있는 것도 좋은 것 같아서. P1: 민규처럼 영상을 직접 제작하는 청소년들이 늘고 있습니다. 주로 학교생활을 공유하거나 졸업식 사진 학교 축제 등 학생들만 만들 수 있는 콘텐츠를 제작하다보니 인기가 많습니다.	다음 [문장]의 내용에 대해 위 대화의 P3은 어느 정도로 확신한다고 생각하십니까?	핸드폰 하나로만 일 인 컨텐츠를 시작할 수 있다	함의	7	7	6	7	7	7	7	6	6	7	6	7	7	7	5	7	7	7	6	6		6.33781 	6.86219 	6.6	0.598243042	entailment	n	현재	없음	y	1	현재	없음	1
301024	SBRW1900002804.1	구어	P1: 네네. 그래서 그걸 가지고 이렇게 나눠준다? P4: 네. 사납금 그런 걸 빼고 나머지만 관리를 했던 것 아니겠습니까? P1: 네네. P4: 그서 전액 관리제라는 건 사실은 훈령에 이미 들어가 있었는데 이것을 저~ 법률로 의무적으로 지키도록 규정을 명시했고요. P1: 네. P4: 택시운송종사자에게는 주 사십 시간 이상의 소정근로시간을 보장받도록 했습니다. P1: 예. P4: 어~ 시행 시일 관련해서 각각 차이가 나는데요. P1: 네. P4: 고전에 카풀에 대해서도 잠깐만 언급을 하겠습니다. 	P4: 카풀 시간 허용의 경우는 인제 크게 논쟁이 있었던 것은 아니구요.	P1: 예. P4: 유상 카풀을 오전 일곱 시부터 아홉 시 출근 시간이죠. P4: 오후 여섯 시부터 여덟 시 퇴근 시간대입니다. P4: 이렇게 출퇴근 시간에 허용하되 토요일이나 일요일 그리고 공휴일은 제외하기로 했습니다. P1: 네. P4: 이러한 사항들은 지난 삼월 칠일에 인저 여러 가지 그~ 극렬하게 대립하던 상 당시에 그~ 사회적 대타협기구에서 합의했던 내용 P1: 네. P4: 합의 내용 그대로를 수용한 입법안이 되겠습니다. P1: 예예. 제가 카풀은 쪼금 이따가 좀 여쭤보구요. P4: 예예. 	아니다	ㄴ_것은_		없음	고전에 카풀에 대해서도 잠깐만 언급을 하겠습니다. 카풀 시간 허용의 경우는 인제 크게 논쟁이 있었던 것은 아니구요. 유상 카풀을 오전 일곱 시부터 아홉 시 출근 시간이죠.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	카풀 시간 허용의 경우는 크게 논쟁이 있었다	모순	4	1	1	1	1	1	3	2	1	2	1	2	1	2	1	1	1	1	2	2		1.18817 	1.91183 	1.55	0.825577947	contradiction	n	과거	었/았	n	3	현재	없음	3
301046	SBRW1900006663.1	구어	P1: 오늘 팝송 배워보는 날이죠. P1: 뜻도 모르고 흥얼거리던 팝송들 제대로 알아보는 시간이고요. P1: 삼 부 근철 쌤에 팝송 배울래요 기대해주시고요. P1: 잠깐 저쪽으로 이동을 좀 핼 게요. P1: 잠깐만요. P1: 네. 자~ 출석 체크 문자 좀 소개해 드릴게요. P1: 피아노가 여기서 한 삼 미터 좀 뒤에 떨어져 있어가지고요. P1: 출첵 문자 얼쑤 우리 것은 좋은 것이여. P1: 또 다른 분은 출석해요. P1: 니나노 밝은 얼굴로 살아야죠.	P1: 짜증은 하품처럼 전염성이 있다고 하잖아요.	P1: {laughing} 청년 일구 형님 칠십 년 전과 같습니다. P1: {laughing} 아~ 칠십 년 되려면 아직 십일 년 남았습니다.{laughing} 아~ 참 아~ 피아노 연주 두 소절 사실은 제가 한 한 페이지까지는 연습할 때 됐는데 오늘 너무 떨렸네요. 오늘 P1: 죄송합니다. P1: 자~ 오늘도 보이는 라디오 허라보라 활짝 열어놨습니다. P1: 유튜브에 티비에스 에프엠 입력하시고 클릭하시면 됩니다. P1: 좋은 음악과 (()) 듣고 나면 남는 방송 최일구에 허리케인 라디오 듣고 계십니다. P1: 서울 시내 교통 상황부터 알아보고 시작할 건데 한 청취자께서 오 잘한다. P1: 형님 나이스 그런데 딱 한 소절 {laughing} 아이 뭘 잘해요. P1: 아~ 더 열심히 연습하겠습니다.자~ 박경아 리포터 P2: 네. 	하다	다고_		없음	니나노 밝은 얼굴로 살아야죠. 짜증은 하품처럼 전염성이 있다고 하잖아요. 청년 일구 형님 칠십 년 전과 같습니다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	짜증은 하품처럼 전염성이 있다	함의	6	5	5	6	6	5	5	6	6	7	5	4	6	6	6	6	6	6	6	6		5.41208 	5.98792 	5.7	0.656946685	entailment	n	현재	없음	n	3	현재	없음	알수없음
