idx,eco,context.target,prompt,entailment,Subject_Equal,Inner_Tense,Inner_Person,Mat_Tense,Mat_Person
201050,없음,"28일 시와 건설연합회 등에 따르면 현재 KTX광명역세권과 광명뉴타운지구, 재건축 등 광명시 곳곳에서 대규모 아파트 및 상가 건설이 진행되고 있다. 그러나 연합회는 이처럼 많은 건설현장이 하도급 업체를 고용하는 과정에서 관내 업체들을 외면한 채 대부분 관외 업체로 채우고 있다고 주장했다. 염윤선 광명시건설연합회장은 “광명지역 건설현장을 찾아가 관내업체를 고용해 달라고 수없이 부탁했지만 거들떠 보지고 않고 있는 실정”이라며 “안양, 안산, 시흥시 등 다른 지역에 가면 관내 업체가 아니면 절대 일을 할 수가 없다”고 하소연 했다.",많은 건설현장이 하도급 업체를 고용하는 과정에서 관내 업체들을 외면한 채 대부분 관외 업체로 채우고 있다,entailment,n,현재,3,과거,3
401021,양태,P3: 저는 이제 파토님이 처음하고 두 번째 쿼츠북이었는데 P1: 그렇죠. P3: 그냥 수다만 떨음 되는 줄 알았어요. P3: 그래 가지고 마지막 결론을 내야 되는데 P1: 네. P3: 멍해지는 거에요. 그래 가지고 먼저 나오셨으며는 좀 참고가 됐을 텐데 P3: 저는 그냥 수다만 떨다 갔죠. 에 파토님 꺼라도 들어봤으면 좀 나았을 텐데 P1: 안 들어보고 오셨어요?,나는 파토님 두번째 쿼츠북을 들어봤다,contradiction,y,과거,1,과거,1
303018,양태,작업을 하기 전에 그리고 환기구와 같은 시설이 있어야 되고 당연히 안전관리인도 어~ 현장에서 배치가 돼야 되겠죠. 우리가 대부분의 큰 사고를 보면은 사소한 부주의에서 발생한다는 사실을 확인할 수 있었었거든요. 그래서 폭발 위험성이 있는 작업장에서 지켜야 할 규정만 잘 지켰어도 이런 것은 없었다고 볼 수 있습니다.,대부분의 큰 사고는 사소한 부주의에서 발생한다,entailment,n,현재,3,과거,1
303027,없음,어우 계열이 분리됐는데도 불구하고 일 학년 때 성적을 유지하구 있어?  대단하네. 또 선택자 수가 적은 가운데서도 좋은 결과를 -낸- 낸다면 더더욱 높은 어~ 그러한 점수를 받아낼 수가 있는 것이 바로 종합전형이다 라는 것을 좀 생각해주시구요. 논술전형에서도 이사 등급 정도 학생들이 많이 쓰는데 선생님 논술은 내신 실질 반영비율이 별로 높지 않은데 왜 꼭 사 등급이라고 하는 기준을 정하시나요 라고 많이들 물어보십니다.,선택자 수가 적은 가운데서도 좋은 결과를 낸다면 더더욱 높은 점수를 받아낼 수가 있는 것이 바로 종합전형이다,entailment,n,현재,3,현재,2
303014,의문,그런데 아이돌봄 서비스의 경우를 잠깐 예로 들면은 말씀하신 것처럼 그 서비스를 받으려고 하는 국민들의 수는 계속 늘고 있는데 공급이 턱없이 부족하다는 사실을 알고 계시죠? 요건 예산 문제겠죠?,아이돌봄 서비스를 받으려고 하는 국민들의 수는 계속 늘고 있는데 공급은 턱없이 부족하다,entailment,n,현재,3,현재,2
302032,의문,지금 이제 지표관리 말씀을 하셨는데 최근에 대학들의 평가과정에서 이 너무 수치화하고 지표화하는 것은 가령 뭐 지방국립대라든가 신설 사립대학은 좀 정성적인 요인도 필요한 거 아니냐 이런 반발도 있는 걸로 압니다. ,신설 사립대학은 지표관리에 정성적인 요인도 필요하다,neutral,n,현재,3,현재,4
202031,없음,이날 박나래는 여전히 아무 것도 먹지 못하고 있었다. 그 모습을 안타깝게 보던 허경환이 다른 가게를 찾아다니며 밥을 구해왔다. 말이 안 통하는데도 불구하고 짧은 영어와 손짓 발짓으로 최선을 다하는 모습이 감동을 자아냈다. 박나래는 허경환 덕분에 조금이나마 끼니를 해결할 수 있었다.,허경환은 박나래의 밥을 구하기 위해 말이 안 통하는데도 불구하고 짧은 영어와 손짓 발짓으로 최선을 다했다,entailment,n,현재,3,과거,3
107001,없음,"최근 상승세 지속에 따른 부담으로 차익실현 매물이 출회하기도 하였으나, 외국인은 반도체 업종을 중심으로 순매수 중이고, 기관은 반도체 업종을 중심으로 순매도를 이어가고 있다. 외국인은 한국 반도체 업종의 가격/밸류에이션 메리트에 주목하고 있는 반면, 기관은 실적 하향 조정 및 D램 수출가격 하락 지속에 초점을 두고 있는 것으로 보인다. 한편, 최근 외국인은 배당매력/경기방어/실적안정성 측면에서 안전마진을 확보하고 있는 유틸리티, 보험 업종과 낙폭과대 가치주인 증권 또한 순매수를 하고 있다.",기관은 실적 하향 조정 및 D램 수출가격 하락 지속에 초점을 두고 있다,entailment,y,현재,3,현재,3
401044,없음,P2: 오~ 멋있다. P2: 바로 조치가 됐어요. P1: 아~ 김경래 피디가 그러는데 애산스봉 님은 고속 도로 순찰대 최준헌 씨라고 하네요. P2: 오~ 멋있습니다. P1: 최중헌 씨라고 합니다. P2: 수고하셨어요.,애산스봉 님은 고속 도로 순찰대의 최준헌 씨다,entailment,n,현재,3,현재,3
304060,양태,이~ 스트레스를 매니지를 어떻게 하느냐. 예. 요게 참 아주 중요한 건데 스트레스에 그~ 제일 중요한 것은 스트레스는 주관적이라는 사실을 우리가 인정을 해야 됩니다. 음~ 그니까 똑같은 일이지만 똑같이 공부를 하지만 공부를 잘하는 애들에게는 그게 오히려 스트레스 해소가 되는 겁니다.,스트레스는 주관적이다,entailment,n,현재,3,현재,1
305002,없음,경기도에서 크리에이터즈 데이라는게 열려요. 십이일이 토요일이죠. 이 날 낮 한 시부터 판교 경기 창조 경제 혁신 센터 국제 회의장에서 어~ 이 행사가 진행이 될 겁니다. 일인 크리에이터 사업 소개 어~ 시상식 다양한 크리에이터의 퍼포먼스들 마련된다 그럽니다. 요즘 어~ 뭐 아시는 분들은 특히 젊은층에서 크리에이터란 이름으로 아~ 많은 에 다양한 콘텐츠들이 어 유통이 되고 있죠. 에 인기도 참 많고 어~ 관련된 어~ 궁금증 있으신 분들 또 정보 얻고 싶으신 분들 한번 행사 참여해 보시면 좋을 거 같습니다. 경기도청 홈페이지 가시면 자세한 내용 확인하실 수 있구요.,크리에이터에 대해 궁금증이 있거나 정보를 얻고 싶으신 분들은 크리에이터즈 데이 행사에 참여해 보면 좋을 것이다,entailment,n,미래,3,현재,1
101076,없음,산업통상자원부는 지난해 한국의 연간 수출액이 6055억 달러(675조7380억 원)로 잠정 집계됐다고 1일 밝혔다. 이는 2017년(5737억 달러)보다 5.5% 증가한 것이다. 한국의 연간 수출액이 6000억 달러를 돌파한 것은 처음이다.,한국의 연간 수출액이 6000억 달러를 돌파하였다,entailment,n,과거,3,현재,3
305014,없음,근데 이제 이 이번에 그 한국에 초대형 아이스 뮤지컬 겨울왕국이 온대요. 예. 그래서 디즈니 온 아이스 오리지널 팀이 첫 한국 내한 공연을 칠 월에 한다고 합니다. -그러- 그것뿐만이 아니라 지금 미국도 그렇고 전 세계에서 이 영화 겨울왕국을 뮤지컬로 전부 다 만들어가지고 아주 화려하게 지금 공연을 또 하고 있어요.,디즈니 온 아이스 오리지널 팀이 첫 한국 내한 공연을 칠 월에 한다,entailment,n,현재,3,현재,4
401081,없음,P2: 저도 청룡 열차 같은 건 오히려 괜찮아요. 또 막 자기가 움직이면서 가는 거는 그건 아무렇지도 않아 오히려 재밌어 P4: 그럼 자동차도 내가 움직이는 거잖아요. P2: 아~ 근데 선생님에 그 공포가 그~ 공감되는 게 처음 운전을 시작할 때 내가 통제할 수 없을 것 같은 의심이 들거든요. P2: 그렇죠. P2: 자신이 없죠.네. 그리고 운전할 때 제일 무서울 때가 언젠지 아세요? P2: 제 조종대로 차가 움직이지 않을 때 제일 무섭거든요.,처음 운전을 시작할 때는 자동차를 통제 할 수 없을 것 같다,entailment,y,현재,1,현재,1
401100,없음,P5: 이 영화 감독 박 씨는 유명 죽 프렌차이즈 업체 대표 에이 씨에게 접근을 합니다. P5: 이 에이 씨는 배우로도 활동을 하면서 다수에 영화와 드라마에 출연해 왔는데 이 박 씨는 이 에이 씨에게 영화에 출연시켜주겠다. P1: 예. P5: 이렇게 속여서 오천여만 원을 받아챙겼다고 합니다. P1: 뭐라고 하면서 속인 건가요?,영화 감독 박 씨는 에이씨에게 영화에 출연시켜주겠다며 속여서 오천여만 원을 받아챙겼다,entailment,n,과거,3,현재,4
204016,없음,"‘신·구조화’라는 숙제를 생각하면 올겨울 한화의 행보는 아쉬움이 남는다. 여러 베테랑들이 팀을 떠난 결과를 떠나 그 과정에서 팀이 그들을 중요하게 생각하지 않는다는 것을 보여줬기 때문이다. 올시즌 후 한화는 정우람, 송은범, 김태균 등이 FA자격을 얻을 예정이며, 이성열, 윤규진 등도 조만간 자유의 몸이 된다.",한화 팀은 여러 베테랑들을 중요하게 생각하지 않는다,entailment,y,현재,3,과거,3
303004,없음,에이 포 용지 절반에 해당하는 크기의 하얀 종이에는 더러운 주둥이를 함부로 놀리지 말라. 북의 최고 존엄을 함부로 건드리며 전쟁 광기를 부리다가는 민족의 이름으로 처단된다는 내용이 검은색 글씨로 적혀있었습니다. 유인물에는 제목이나 출처 그림 등 특별한 단서는 없는 것으로 전해졌습니다. 경찰은 유인물에 대한 지문감식을 의뢰하고 현장의 씨씨티비와 인근 차량의 블랙박스 등을 이용해 배포자를 찾고 있습니다.,유인물에는 제목이나 출처 그림 등 특별한 단서는 없었다,entailment,n,현재,3,과거,3
301025,조건,얼마나 압박이 심했으면 그런 극단적인 선택을 할 수밖에 없을까요. 돈 이전에 사람이 있다는 사실 유념한다면 이런 비극은 없지 않을까요. 이런 이야기를 정말 안타깝습니다 하고 남겨주셨습니다.,돈 이전에 사람이 있다,entailment,n,현재,3,현재,3
301017,없음,계속 발생을 했는데 발생을 했을 때 그때도 늑장 신고를 했다는 비판을 받았고 그때 삼성쪽 에서는 빠른 신고를 앞으로 하겠다 이런 입장을 밝혔거든요. 또 이번에도 빠른 신고를 안 한 겁니다.,유해 물질 누출 사고가 발생을 했을 때 삼성이 늑장 신고를 했다,entailment,y,과거,3,과거,3
101049,없음,"이에 빙상연맹은 영구제명이라는 중징계를 내렸다. 평창동계올림픽 개막을 앞두고 심석희가 1월 16일에 선수촌을 이탈했다가 이틀 만에 복귀한 소식이 뒤늦게 알려졌고, 그 배경에 조재범 코치의 폭행이 있다는 소식이 드러난 영향이 컸다.",심석희가 1월 16일에 선수촌을 이탈했다가 이틀 만에 복귀하였다,entailment,y,과거,3,과거,3
301029,없음,그다음에 인제 어~ -여- 우리 청년들이 인제 쪼금만 부지런하면 여섯 시 반에 반에 대중교통 이용하면 어~ 대중교통 조조 할인 제도 이십 프로 할인되니까 예예. 근데 여섯 시 반이 너무 이르다는 의견이 있어서 실제로 서울시 의원 한 분도 일곱 시까지도 연장해야 된다 일곱 시 전에 대중교통 이용하면 이십 프로 할인 제도를 하면 많은 청년이나 서민들에게 도움이 되지 않겠냐 그~ 저랑 생각이 똑같더라고요.,여섯 시 반은 청년들에게 너무 이르다,entailment,n,현재,3,현재,3
303055,없음,박찬호 씨가 아이엠에프 때 정말로 이 사람의 뭐 십팔 승 이런 것들이 어떤 의미였는가 이것이 어느 세대에서는 굉장히 공유되어 있는 서사죠. 그러니까 저게 뜬금없지가 않아요.박찬호 씨가 우선 사실 좀 파일럿에서 감당하지 못할 너무 강속구를 던지지 않았나 이거를 지금 구 회까지 던질 수 없는 공을 던지지 않았나라는 생각이 들거든요.,박찬호씨는 파일럿에서 감당하지 못할 강속구를 던졌다,entailment,n,과거,3,현재,1
302013,없음,오일육 군사정변 이후 제 삼공화국이 헌법을 만들던 천구백육십이년 제 오차 개정 때 교육조항은 다섯 개 조항으로 늘어나게 됩니다. 능력에 따라 교육을 받는다는 조항이 이때 처음으로 들어갔고요. 당시 헌법 개정에 참여했던 전문위원은 여기서 능력이 경제적 능력은 포함하지 않는다고 밝히고 있습니다. 또 교육의 자주성과 정치적 중립성이란 말이 처음으로 등장하는데요.,제 오차 헌법 개정의 능력에 따라 교육을 받는다는 조항에서 능력은 경제적 능력을 포함하지 않는다,entailment,n,현재,3,현재,3
401087,없음,P2: 주민들과 함께하는 어떤 그런 걸 지금 하고 있습니다. P1: 그렇군요. P2: 예. P1: 이 티에프들이 잘 움직여서 P2: 예. P1: 예. 그 주민들의 그 생활 속에서의 불편을 갖다 좀 적극적으로 개선해 나갈'@@길_ 기대를 하는데요. 일단 뭐~ 지금 이십오 개 구청장 중에서 가장 젊은 구청장이시죠? P2: 네. 맞습니다. P1: 예. 이~ 젊다는 게 한편으로는 장점이기도 하면서 또 한편으로는 또 젊다는 것이 성숙하지 못했다.,티에프들이 잘 움직여서 주민들의 생활 속에서의 불편을 적극적으로 개선해 나갈 것이다,neutral,n,미래,3,현재,3
301019,없음,우리가 이십대 삼십대 대체적으로 자기를 과신하고 잘못된 생활 습관 사십대 오십대 들어왔을 때 달라진 자기 몸의 환경에 맞게끔 자기 생활을 바꾸어야 되잖아요. 그렇게 바꾸어가면 만성 피로에 걸릴 일이 없거든요. 그래서 저는 만성 피로에 걸리신 분들이 오면 반드시 이제 이거를 물어보는데요,사십대 오십대 들어왔을 때 달라진 자기 몸의 환경에 맞게끔 자기 생활을 바꾸어 가면 만성 피로에 걸린다,contradiction,n,미래,3,현재,3
302009,없음,그래서 바로 그 휴머니즘을 가지고 해야만 학문이 제대로 될 것이다 하는 생각을 가지고 했지만 그게 마음대로 되나요? 그런거 그런 식으로 썼다간 논문 퇴짜 맞잖아요. 안 돼요. 그리고 그것은 언어의 본질적인 면이 아니라고 생각하는 것이죠. 그래서 국어를 국어 문화와 연결시켜서 할려고 하는 이유는 바로 그 휴머니즘에 있습니다.,휴머니즘은 언어의 본질적인 면이 아니다,neutral,n,현재,3,현재,4
401106,없음,P2: 아~ 두 개에 모의 고사를 비교해보면 국어는 삼 등급을 유지하고 있구요. P2: 수학은 사 등급에서 삼 등급으로 어~ 한 등급이 상승을 했구요. P2: 영어 역시 오 등급에서 사 등급으로 어~ 한 등급이 상승된 상황입니다. P1: 네. 자세하게 분석을 해주셨구요. P2: 네. P1: 이치우 선생님 먼저 교과 분석을 통해 본 수시 전략에 대해서 조언해주시죠.,영어 과목이 오 등급에서 사 등급으로 한 등급이 상승되었다,entailment,n,과거,3,현재,3
105124,없음,참여정부 당시 융합추진위원회에서 활동하며 방통위 설치법과 IPTV법을 기획했다. 스스로 초석을 다진 조직의 상임위원으로 일한다는건 대단한 영광이었다. 당시에는 상임위원이 될 줄도 몰랐다.,내가 상임위원이 되었다,entailment,y,미래,1,과거,1
301075,없음,그죠. 예. 뿌연 미세먼지가 계속 우리 저 하늘을 뒤덮고 있네요. 어제 중국발 스모그가 찾아올 꺼라고 그랬는데 어 과연 유입이 됐구요. 어 대기가 정체되며 지금 빠져나가질 못해서 더하네요.,중국발 스모그가 찾아왔다,entailment,n,미래,3,과거,4
302026,의문,어~ 결국 그~ 이대로 나가면 다수가 진실을 구성한다는 푸코식 비판에 결국 그~ 노정되는 게 아닌가 싶습니다. 그렇기 때문에 저는 어떤 의미든 과학이 필요한 것 아닌가. 정치적으로는 어떤 결론이 나더라도 그러나 과학적으로서는 과학적으로 비판을 해야 된다라고 하는 게 제 느낌이었습니다. ,어떤 의미든 과학은 필요하다,entailment,n,현재,3,현재,3
303023,없음,저는 그런 것 가태요. 그 자투리 시간을 얼마나 잘 활용하느냐. 이게 수능으로 수능을 잘 보는 입시에 성공하는 비결인 것 같다라는 생각이 듭니다. 자투리 시간을 활용하는 방법에는 여러 가지가 있지만 특히 이러한 문법 클립이나 또는 음 한국사 인물 중심의 사건 중심의 한국사 이런 것들을 활용한다면 여러분이 보다 입시에서 더 좋은 결과를 얻을 수 있고 또 하나는 진짜 공부하는 재미라는 것 말이죠.,자투리 시간을 얼마나 잘 활용하느냐가 수능을 잘 보는 입시에 성공하는 비결이다,entailment,n,현재,3,현재,1
301071,양태,네. 이~ 보면운 뭐 문제점도 많지만은 새로운 이동수단의 새로운 시대가 또 열리고 있습니다. 어~ 그만큼 퍼스널 모빌리티가 상당히 중요함을 알 수가 있습니다. 제대로 잘 이용하기 위해서 보다 꼼꼼하고 철저한 대비가 필요하지 않나 생각이 듭니다.,이동수단의 새로운 시대가 또 열리고 있는 만큼 퍼스널 모빌리티가 상당히 중요하다,entailment,n,현재,3,현재,1
301027,없음,선비핵화 후 보상이라는 리비아 모델을 북한에 적용 하지 않겠다. 또 산업화에 성공한 한국 모델이란 용어를 언급하면서 비핵화 합의 시 북한의 경제적 번영을 지원할 것임을 시사했습니다. 트럼프 대통령의 발언으로 난항 조짐을 보이는 북미정상회담 준비에 다시 탄력이 붙을 것으로 전망되고 있습니다.,트럼프 대통령은 비핵화 합의 시 북한의 경제적 번영을 지원할 것이다,entailment,y,미래,3,과거,3
202070,없음,"참가신청은 18일부터 3월 22일까지 울산쇠부리축제 홈페이지(www.seoburi.org) 또는 쇠부리축제 사무국(울산 북구 산업로 1016 북구친환경급식지원센터 1층)으로 방문접수할 수 있다. 참가신청서와 공연영상을 통해 1차 심사를 진행, 본선 참가팀을 선정하고, 축제 기간 두드락 난장 무대에서 본경연이 진행된다. 5월 11일에는 일반부, 12일에는 청소년부 경연이 진행될 예정이다. 시상식과 대상팀 앵콜 공연은 12일 오후 7시 30분 예정돼 있다.",5월 12일에는 울산쇠부리축제 청소년부 경연이 진행될 것이다,entailment,n,미래,3,현재,4
301047,없음,이사장은 임원 추천 위원회에 가 복수로 추천한 이 사람 중에서 환경부 장관이 제청으로 대통령이 임명합니다. 그다음에 상임 이사는 이사장이 임명합니다. 그다음 비상임이사는 환경부 장관이 임명합니다. 이렇게 다 달라요. 그다음에 그~ 환경부 장관이 그~ 자기 산하단체 마음대로 할 수 있다 그게 아니에요. 여기 그~ 환경 공단법에 보면요.,환경부 장관은 자기 산하단체를 마음대로 할 수 있다,contradiction,n,현재,3,현재,3
303013,없음,이 노동당 창건 칠십 주년을 맞아서 뭘 보여줄 거냐고 기자가 물었더니 우주 개발국장이 이렇게 말했죠. 새로운 위성이 마감 단계에 와 있으며 앞으로 세계는 북한의 인공위성들이 북한이 원하는 시간과 장소에서 계속 발사되는 것을 보게 될 것이다. 지난주 화요일 조선 중앙 통신 기자가 이번에는 북한의 원자력 연구원장을 찾아갔습니다.,북한의 인공위성들이 북한이 원하는 시간과 장소에서 계속 발사될 것이다,entailment,n,미래,3,미래,3
401117,없음,P2: 그게 좀 안타까워요. 많이 힘든데 하지만 컬링 인프라가 갖춰져 있지 않은 것이 걸림돌입니다. 척박한 한국 컬링 여건상 네 사람을 동시에 받아줄 팀을 찾기 어렵기 때문에 호흡을 맞춰온 이들이 베이징 올림픽까지 함께 할 수 있을지 미지숩니다. P6: 성인들과도 같이 게임을 하더라도 전혀 뒤지지 않는 게임도 하고 하기 때문에 지금 이제 막 성인이 돼 돼 가지구 내년부터는 지금보다도 더 좋은 성적을 낼 수 있을 거라고 저는 믿고 있습니다. P2: 무서운 고등학생 돌풍을 일으킨 송현고 컬링 팀 찰떡호흡으로 베이징 올림픽까지 도전하고 싶은 마음뿐입니다.,송현고 컬링 팀 네 사람은 내년부터는 더 좋은 성적을 낼 수 있을 것이다,entailment,n,미래,3,현재,1
304067,없음,그렇습니다. 반려 동물도요. 스트레스를 제대로 풀어줘야지만 사람을 공격하는 공격성이 줄어든다고 합니다. 그리고 이런 취지로 반려 동물 전문 놀이터를 만들자 그리고 점점 늘어나고 있는 추세인데 이를 반대하는 사람들도 만만치 않거든요.,반려동물은 스트레스를 제대로 풀어줘야지만 사람을 공격하는 공격성이 줄어든다,entailment,n,현재,3,현재,4
401013,없음,P2: 다른 나라가 이제 미국에 더 이상 자본을 투여하고 싶지 않아 한다.미국은 그대로 무역 적자를 내고 있는데 P1: 네. P2: 그렇다면 미국의 경제가 큰 타격을 받을 수밖에 없는 위태로는 상황에 있는 거 아니냐라는 이야기도 나오고 있는 거죠. P1: 뭐 어렵습니까? 그냥 그 나라를 침공하면 되는데요.,미국의 경제가 큰 타격을 받을 수밖에 없는 위태로운 상황에 있다,neutral,n,현재,3,현재,3
401016,없음,P1: 저도 그 북한 사람들이 돼지족으로 몸보신을 한다는 얘기는 들었는데 정말 좋은 보양식인가봐요. P4: 그렇죠. 좋은 보양식이고 음 P4: 굉장히 몸에 좋은 거를 우린 알고 있거든요. P2: 네. 이렇게 얘기를 나누다 보니까 이 재료나 뭐 먹는 방법에는 차이가 있지만 부족한 영양을 보충하는 이 보양 문화는 남과 북이 비슷하다라는 생각이 들어요. P1: 자 그런데요.이게 보양 음식하면은 사실상 좀 고단백에 고지방 고칼로리 음식들이 많거든요.그래서 예전에는 우리도 뭐 관광식하면 보양식을 이야기를 했습니다만은 지금은 좀 이케 영양을 좀 더 많이 뺀 그런 그~ 채소나 이런 웰빙 음식들을 많이 먹게 되는데,부족한 영양을 보충하는 보양 문화는 남과 북이 비슷하다,entailment,n,현재,3,현재,3
303049,의문,끝없이 걷고 또 걸어 고생한 끝에 양계장에 도착했어요. 그리고 드디어 탐험대 앞에 나타난 쌍란 한 판의 진짜 주인공들 이 아이들이 쌍란을 낳는다는 말인가요?  아~ 그렇게 되나요. 진짜 그것이 알고 싶네요. ,탐험대 앞에 나타난 쌍란 한 판의 진짜 주인공들이 쌍란을 낳는다,entailment,n,현재,3,현재,4
305035,없음,이 분이 이제 미국으로 가서 육십이년에 워싱턴 디씨에다 태권도장을 설립하는데 태권도장 이름이 준리 태권도고 이 태권도장을 홍보하는 문구가 뭐냐면 아무도 너를 괴롭히지 못한다라고 해요. 이 태권도장이 점점 점점 번창을 해가지고는 전 세계 백팔십이 개국에까지 이 지점을 뒀다고 하는데 이준구 씨는 나중에 이 태권도가 올림픽 정식 종목으로 채택되는데도 기여를 했고요.,준리 태권도장이 전 세계 백팔십이 개국에 지점을 뒀다,entailment,n,과거,3,현재,4
203090,없음,"아주대 의대 예방의학교실 이순영 교수, 중앙대 의대 예방의학교실 이원영 교수 공동 연구팀의 최근 연구 결과에 의하면 수도권에서 고혈압ㆍ당뇨병 등록관리사업이 가장 먼저 시작된 경기도 광명시의 경우 당뇨합병증으로 인한 입원 발생률이 다른 지역보다 2.5배 낮았고, 고혈압 환자의 경우 3배 가까이 낮았다. 또한, 당뇨병으로 인한 합병증 발생 위험 분석 결과 광명시에 비해 다른 지역의 뇌졸중 발생 위험은 2.5배, 심근경색 발생 위험은 4배 가까이 높은 것으로 나타났다. 풀뿌리 차원에서 1차 의료 혁명이 이루어지고 있는 현장, <신년기획 생/로/병/사/의 비밀>이 기록했다.",당뇨병으로 인한 합병증 발생 위험 분석 결과 광명시에 비해 다른 지역의 심근경색 발생 위험이 4배 가까이 높다,entailment,n,현재,3,과거,3
108006,양태,BTS 팬들도 ‘Ma City’가 광주 무대에서 불리길 바라는 건 마찬가지다. BTS 팬인 고등학생 심혜영(17·여) 씨는 “BTS 노래 중에는 올바른 의식을 가진 곡들이 많아 좋아한다”며 “광주 시민으로서 이번 공연에서 BTS가 ‘Ma City’를 불러주었으면 좋겠다”고 말했다. 하지만 현재로서는 ‘Ma City’가 광주 무대에서 울려 퍼질 가능성은 적다.,이번 공연에서 BTS가 ‘Ma City’를 불러줄 것이다,contradiction,n,미래,3,미래,1
203014,없음,택시업계가 카카오 카풀서비스 중단을 요구하며 국회 앞에서 천막농성을 하는 등 카모와 택시업계의 강대강 대치가 이어지고 있는 상황에서 나온 카모와 택시업체의 전격적 동맹이어서 관심이 고조된다. 카모와 타고솔루션즈는 ‘택시산업 혁신을 위한 공동 사업 업무 협약’을 맺었다고 3일 밝혔다. 타고솔루션즈는 서울에 있는 법인택시회사 한미산업운수의 오광원 대표가 설립한 택시운송가맹사업체로 택시 여객운송과 결합한 부가서비스가 가능하다.,카모와 타고솔루션즈는 ‘택시산업 혁신을 위한 공동 사업 업무 협약’을 맺었다,entailment,y,과거,3,과거,3
304031,없음,우리는 화석하면은 항상 두개골을 가장 좋아해요. 두개골만 보는데 이거는 그래서 별 큰 반향을 얻지를 못 했어요. 언제 큰 반향이 -얻- 얻게 됐냐면 이걸 통해서 오스트랄로 피테쿠스 아파렌시스가 직립 보행을 했다는 주장을 하게 됩니다. 루시는 직립 보행을 한 거 외에는 아까 말씀드린 패키지에 아무것도 해당 사항이 없었어요.,오스트랄로 피테쿠스 아파렌시스는 직립 보행을 했었다,entailment,n,과거,3,현재,1
102043,없음,일본은 과로자살도 과로사의 일부로 인정하지만 한국은 과로자살에 대한 법적 정의조차 명확하지 않다. 오히려 자살을 금기시해온 역사가 길어 과로자살 역시 ‘문제 있는 개인의 일탈’로 치부하는 경향이 강하다.,한국은 과로자살을 문제 있는 개인의 일탈로 치부한다,entailment,n,현재,3,현재,3
305025,의문,수서 분당 간 고속도로에 있는데요. 물 고인 곳이 많습니다. 예. 여기 지나가시는 분들 서행 필수로 하셔야 됩니다.수서 분당 간에 곳곳에 물이 웅덩이가 있나 보죠? 이럴 때 고속으로 달리다가는 큰일 나니까요.,수서 분당 간 고속도로 곳곳에 물 웅덩이가 있다,entailment,n,현재,3,현재,4
401107,의문,P1: 소위 저비용 공항에 어떤 비결이 있습니까? P1: 월급 조금 주시는 거 아닙니까? 혹시. P2: 아닙니다. 월급은 우리 공항을 저~ 공기업을 하나의 그~ 기준이 있으니까 P1: 기준이 있어서 P2: 기준에 맞춰서 P1: 음. P2: 주고 있고.,저비용 공항은 월급을 조금 준다.,neutral,y,현재,3,현재,3
105071,없음,"양이원영 사무처장은 “현재 석탄발전소 가동률이 80%, LNG발전소 가동률이 45%인데 둘의 가동률을 바꾸면 미세먼지가 크게 줄어들 수 있다. 이 경우 가구당 평균 2000~3000원의 전기요금이 오를 것”이라고 전했다.",석탄발전소와 LNG발전소의 가동률을 바꾸면 가구당 평균 2000~3000원의 전기요금이 오를 것이다,entailment,n,미래,3,과거,3
303091,없음,저 그런데 다나 씨랑 친한 이모님께서 국진이 형을 너무 좋아해서 결혼하고 싶어 한다고. 사실인가요?  ,다나 씨랑 친한 이모님께서 국진이 형을 너무 좋아해서 결혼하고 싶어 한다,neutral,n,현재,3,현재,4
103034,없음,"지역 중소기업이 힘들지 않고, 중서민이 웃을 수 있어야 진정 살기 좋은 광주·전남이 되기 때문이다. 광주은행은 ‘지역경제 살리기’를 가장 중요한 역할과 임무라고 생각한다.",광주은행에게 ‘지역경제 살리기’는 가장 중요한 역할과 임무이다,entailment,n,현재,3,현재,3
401083,없음,P2: 경찰이 사실은 인제 {clearing} 큰아들이 연휴 첫날에 어머니를 마트에 인제 모셔다드렸는데 그 이후로 못 봤다라고 인제 얘기를 {clearing} 듣고 뭔가 이상하다. P2: 왜냐면 얘기가 계속해서 바뀌'었었거든요. P2: {clearing} 그래서 인제 추궁을 했더니 결국 이 큰아들이 어머니를 살해한 사실을 인정하게 됐습니다. P1: {clearing} 그러니까 큰아들이 이~ 경찰에 추궁 끝에 결국은 범행을 인정한 건데 대체 무슨 이유로 설 연휴에 범행을 저지른 걸까요?,큰아들이 어머니를 살해하였다,entailment,y,과거,3,과거,3
305008,없음,그래서 의사들이 적어도 전혀 모르고 있는 환자들한테 저같이 그러면은 요리를 어떻게 해 먹어라. 그리고 음식 쓰레기로 인한 이 환경호르몬을 이 어떻게 할 것인가. 우리가 이때까지 너무나 이렇게 무자비하게 여러 가지를 사용함으로 인해서 몸을 교란시켰는데 의사들이 나서서 그런 약 처방뿐만이 아니고 쫌 더 다양한 방법들을 얘기를 해줘야 되겠다. 요리를 비롯해서 그게 이제 제사의 식탁이라는 겁니다.,우리는 이때까지 너무나 무자비하게 여러 가지 약을 사용했다,entailment,y,과거,1,과거,1
